perfil;red_social;tweets_post_totales;tweets_post_diarios;seguidores_fans_totales;seguidores_fans_diarios;fecha
Trabajo y Prevención de Castilla y León;2;129;5;4504;0;13/02/2024
Atención al ciudadano 012;2;1377;7;12452;-3;13/02/2024
Salud+JCYL;2;1733;4;43359;10;14/02/2024
Gobierno Abierto de Castilla y León Transparencia;2;222;4;3763;3;14/02/2024
Tierra de Sabor;2;9743;11;29430;2;14/02/2024
FUESCYL Fundación Universidades;2;47;5;3663;0;14/02/2024
Educación;2;158;4;59623;14;14/02/2024
Naturaleza Castilla y León;2;8625;0;16834;3;14/02/2024
Cultura de Castilla y León;2;2961;0;12821;0;14/02/2024
Instituto de la Juventud de Castilla y León;2;288;6;19236;-3;15/02/2024
Comunicación Junta de Castilla y León;2;2017;11;84879;4;15/02/2024
Marca Territorio;2;210;2;16203;0;15/02/2024
Patrimonio Castilla y León;2;2142;0;2896;-1;15/02/2024
Comunicación Junta de Castilla y León;2;2028;11;84903;24;16/02/2024
Castilla y León Digital;2;163;4;6569;2;16/02/2024
FUESCYL Fundación Universidades;2;59;6;3665;0;16/02/2024
Cultura de Castilla y León;2;2971;5;12828;5;16/02/2024
Gobierno Abierto de Castilla y León Transparencia;2;230;2;3761;0;17/02/2024
Centro de Emergencias Castilla y León 112;2;356;7;81080;11;17/02/2024
Tierra de Sabor;2;9762;8;29433;-2;17/02/2024
ECLAP Escuela de Administración Pública;2;76;8;6038;1;17/02/2024
Marca Territorio;2;213;1;16209;1;17/02/2024
Patrimonio Natural;2;96;4;8600;1;17/02/2024
FUESCYL Fundación Universidades;2;60;1;3665;0;17/02/2024
ITACYL Instituto Técnico Agrario;2;499;0;0;0;17/02/2024
Patrimonio Castilla y León;2;2142;0;2899;0;17/02/2024
Educación;2;166;0;59641;9;17/02/2024
Cultura de Castilla y León;2;2976;5;12829;1;17/02/2024
Trabajo y Prevención de Castilla y León;2;151;4;4506;-1;17/02/2024
Energía EREN;2;1124;5;3347;0;17/02/2024
Instituto de la Juventud de Castilla y León;2;295;1;19240;-2;18/02/2024
Centro de Emergencias Castilla y León 112;2;362;6;81087;7;18/02/2024
Tierra de Sabor;2;9768;6;29440;7;18/02/2024
Patrimonio Natural;2;99;3;8600;0;18/02/2024
Educación;2;166;0;59644;3;18/02/2024
Naturaleza Castilla y León;2;8629;2;16837;1;18/02/2024
Gobierno Abierto de Castilla y León Transparencia;2;236;5;3762;1;19/02/2024
Comunicación Junta de Castilla y León;2;2055;8;84956;11;19/02/2024
Marca Territorio;2;216;2;16215;1;19/02/2024
Castilla y León Digital;2;177;4;6571;-1;19/02/2024
ITACYL Instituto Técnico Agrario;2;499;0;0;0;19/02/2024
Patrimonio Castilla y León;2;2142;0;2898;-1;19/02/2024
Cultura de Castilla y León;2;2986;5;12835;2;19/02/2024
Trabajo y Prevención de Castilla y León;2;162;7;4510;3;19/02/2024
Salud+JCYL;2;1753;3;43401;6;20/02/2024
Castilla y León Digital;2;180;3;6571;0;20/02/2024
ITACYL Instituto Técnico Agrario;2;499;0;0;0;20/02/2024
Deporte en Castilla y León;2;3977;4;1031;0;20/02/2024
Educación;2;172;1;59653;4;20/02/2024
Naturaleza Castilla y León;2;8634;4;16837;-1;20/02/2024
Atención al ciudadano 012;2;1414;7;12463;0;20/02/2024
Comunicación Junta de Castilla y León;2;2076;10;85009;36;21/02/2024
Centro de Emergencias Castilla y León 112;2;382;6;81089;8;21/02/2024
Turismo Castilla y León es Vida;2;538;9;123965;8;21/02/2024
Tierra de Sabor;2;9785;4;29443;1;21/02/2024
ECLAP Escuela de Administración Pública;2;109;8;6045;4;21/02/2024
Patrimonio Natural;2;108;3;8605;5;21/02/2024
Deporte en Castilla y León;2;3981;4;1032;1;21/02/2024
Educación;2;178;6;59645;-8;21/02/2024
Naturaleza Castilla y León;2;8634;0;16836;-1;21/02/2024
Trabajo y Prevención de Castilla y León;2;173;5;4517;4;21/02/2024
Atención al ciudadano 012;2;1421;7;12464;1;21/02/2024
Energía EREN;2;1149;9;3351;3;21/02/2024
Salud+JCYL;2;1760;3;43411;5;22/02/2024
Instituto de la Juventud de Castilla y León;2;318;7;19238;-3;22/02/2024
Gobierno Abierto de Castilla y León Transparencia;2;262;6;3763;1;22/02/2024
Comunicación Junta de Castilla y León;2;2090;14;85014;5;22/02/2024
Marca Territorio;2;220;1;16220;0;22/02/2024
Castilla y León Digital;2;189;4;6573;0;22/02/2024
Deporte en Castilla y León;2;3985;4;1032;0;22/02/2024
Patrimonio Castilla y León;2;2142;0;2900;0;22/02/2024
Naturaleza Castilla y León;2;8635;1;16836;0;22/02/2024
Energía EREN;2;1153;4;3351;0;22/02/2024
Salud+JCYL;2;1764;4;0;0;23/02/2024
Instituto de la Juventud de Castilla y León;2;323;5;0;0;23/02/2024
Gobierno Abierto de Castilla y León Transparencia;2;266;4;0;0;23/02/2024
Tierra de Sabor;2;9801;7;0;0;23/02/2024
ECLAP Escuela de Administración Pública;2;127;9;0;0;23/02/2024
Marca Territorio;2;222;2;0;0;23/02/2024
Patrimonio Natural;2;114;3;0;0;23/02/2024
Familia;2;1;0;0;0;23/02/2024
Educación;2;189;6;0;0;23/02/2024
Naturaleza Castilla y León;2;8635;0;0;0;23/02/2024
Cultura de Castilla y León;2;3006;5;0;0;23/02/2024
Atención al ciudadano 012;2;1427;6;0;0;23/02/2024
Museos de Castilla y León;2;628;9;26721;0;24/02/2024
Comunicación Junta de Castilla y León;2;2107;8;85071;0;24/02/2024
Tierra de Sabor;2;9806;5;29449;0;24/02/2024
ECLAP Escuela de Administración Pública;2;135;8;6054;0;24/02/2024
Castilla y León Digital;2;199;5;6574;0;24/02/2024
FUESCYL Fundación Universidades;2;76;0;3670;0;24/02/2024
Patrimonio Natural;1;430;1;11815;5;12/03/2024
FUESCYL Fundación Universidades;1;456;3;3486;2;12/03/2024
Castilla y León Exterior;1;81;0;1019;0;12/03/2024
ITACYL Instituto Técnico Agrario;1;1535;2;2837;0;12/03/2024
Deporte en Castilla y León;1;745;1;2289;7;12/03/2024
Comunicación Junta de Castilla y León;1;1567;7;38541;9;13/03/2024
Archivos de Castilla y León;1;882;3;6957;0;13/03/2024
Patrimonio Natural;1;431;1;11819;4;13/03/2024
Castilla y León Digital;1;2237;5;3605;2;13/03/2024
Salud+JCYL;1;1093;4;50455;2;14/03/2024
Comunicación Junta de Castilla y León;1;1576;9;38542;1;14/03/2024
Centro de Emergencias Castilla y León 112;1;2364;4;23532;15;14/03/2024
Turismo Castilla y León es Vida;1;1111;3;95584;9;14/03/2024
Tierra de Sabor;1;4322;3;65568;4;14/03/2024
Patrimonio Natural;1;432;1;11822;3;14/03/2024
Deporte en Castilla y León;1;747;1;2300;5;14/03/2024
Patrimonio Castilla y León;1;508;0;1436;0;14/03/2024
Empresas JCYL - ICE;1;0;0;878;2;14/03/2024
Centro de Emergencias Castilla y León 112;1;2367;3;23535;3;15/03/2024
Tierra de Sabor;1;4326;4;65572;4;15/03/2024
Archivos de Castilla y León;1;888;3;6959;0;15/03/2024
Patrimonio Natural;1;433;1;11823;1;15/03/2024
FUESCYL Fundación Universidades;1;461;2;3486;0;15/03/2024
Castilla y León Exterior;1;81;0;1019;0;15/03/2024
Empleo en Castilla y León;1;4191;19;14525;3;15/03/2024
ITACYL Instituto Técnico Agrario;1;1540;2;2840;0;15/03/2024
Deporte en Castilla y León;1;747;0;2307;7;15/03/2024
Patrimonio Castilla y León;1;508;0;1436;0;15/03/2024
Museos de Castilla y León;1;1001;2;9202;2;16/03/2024
Comunicación Junta de Castilla y León;1;1581;2;38559;9;16/03/2024
Turismo Castilla y León es Vida;1;1115;2;95595;4;16/03/2024
Archivos de Castilla y León;1;890;2;6961;2;16/03/2024
Patrimonio Natural;1;434;1;11825;2;16/03/2024
FUESCYL Fundación Universidades;1;461;0;3486;0;16/03/2024
Empleo en Castilla y León;1;4195;4;14526;1;16/03/2024
ITACYL Instituto Técnico Agrario;1;1541;1;2842;2;16/03/2024
Empresas JCYL - ICE;1;0;0;878;0;16/03/2024
Instituto de la Juventud de Castilla y León;1;2144;2;18449;3;17/03/2024
Turismo Castilla y León es Vida;1;1116;1;95602;7;17/03/2024
ECLAP Escuela de Administración Pública;1;539;2;3985;-1;17/03/2024
Patrimonio Natural;1;435;1;11826;1;17/03/2024
ITACYL Instituto Técnico Agrario;1;1542;1;2841;-1;17/03/2024
Deporte en Castilla y León;1;747;0;2317;4;17/03/2024
Empresas JCYL - ICE;1;0;0;879;1;17/03/2024
Salud+JCYL;1;1107;5;50453;-2;18/03/2024
Museos de Castilla y León;1;1005;2;9204;2;18/03/2024
Comunicación Junta de Castilla y León;1;1591;8;38596;31;18/03/2024
CREFES Formación y Estudios Sociales;1;45;0;3456;0;18/03/2024
Marca Territorio;1;413;2;3678;0;18/03/2024
Patrimonio Natural;1;436;1;11826;0;18/03/2024
Patrimonio Castilla y León;1;508;0;1436;0;18/03/2024
Instituto de la Juventud de Castilla y León;1;2156;6;18459;8;19/03/2024
Centro de Emergencias Castilla y León 112;1;2388;7;23556;6;19/03/2024
Tierra de Sabor;1;4334;2;65607;19;19/03/2024
ITACYL Instituto Técnico Agrario;1;1548;5;2842;1;19/03/2024
Patrimonio Castilla y León;1;508;0;1436;0;19/03/2024
Empresas JCYL - ICE;1;0;0;880;0;19/03/2024
Salud+JCYL;1;1118;6;50461;5;20/03/2024
Museos de Castilla y León;1;1009;2;9208;1;20/03/2024
Centro de Emergencias Castilla y León 112;1;2394;6;23564;8;20/03/2024
Archivos de Castilla y León;1;900;3;6964;0;20/03/2024
CREFES Formación y Estudios Sociales;1;45;0;3460;2;20/03/2024
Castilla y León Digital;1;2263;5;3623;-1;20/03/2024
FUESCYL Fundación Universidades;1;467;2;3487;0;20/03/2024
Castilla y León Exterior;1;82;0;1022;1;20/03/2024
Empleo en Castilla y León;1;4241;14;14535;4;20/03/2024
Familia;1;542;1;2191;2;20/03/2024
Deporte en Castilla y León;1;752;2;2333;5;20/03/2024
Salud+JCYL;1;1123;5;50462;1;21/03/2024
Centro de Emergencias Castilla y León 112;1;2399;5;23575;11;21/03/2024
Marca Territorio;1;419;2;3678;0;21/03/2024
Castilla y León Exterior;1;82;0;1022;0;21/03/2024
Empleo en Castilla y León;1;4258;17;14544;9;21/03/2024
ITACYL Instituto Técnico Agrario;1;1553;2;2844;2;21/03/2024
Familia;1;545;3;2191;0;21/03/2024
Patrimonio Castilla y León;1;508;0;1436;0;21/03/2024
Empresas JCYL - ICE;1;0;0;880;0;21/03/2024
Instituto de la Juventud de Castilla y León;1;2171;5;18489;5;22/03/2024
Centro de Emergencias Castilla y León 112;1;2403;4;23580;5;22/03/2024
Archivos de Castilla y León;1;906;3;6965;0;22/03/2024
ECLAP Escuela de Administración Pública;1;547;1;3987;1;22/03/2024
Marca Territorio;1;421;2;3677;-1;22/03/2024
Familia;1;546;1;2193;2;22/03/2024
Salud+JCYL;1;1129;2;50464;0;23/03/2024
Turismo Castilla y León es Vida;1;1130;2;95630;-5;23/03/2024
ECLAP Escuela de Administración Pública;1;548;1;3987;0;23/03/2024
Marca Territorio;1;422;1;3674;-3;23/03/2024
Patrimonio Natural;1;441;1;11823;-3;23/03/2024
FUESCYL Fundación Universidades;1;471;0;3487;0;23/03/2024
Empleo en Castilla y León;1;4274;3;14544;0;23/03/2024
CREFES Formación y Estudios Sociales;1;45;0;3462;0;24/03/2024
Patrimonio Natural;1;442;1;11826;3;24/03/2024
FUESCYL Fundación Universidades;1;471;0;3487;0;24/03/2024
Empleo en Castilla y León;1;4278;4;14546;2;24/03/2024
Deporte en Castilla y León;1;756;0;2356;4;24/03/2024
Marca Territorio;2;133;0;16150;-3;1/01/2024
Deporte en Castilla y León;2;3815;0;1020;1;1/01/2024
Atención al ciudadano 012;2;1089;0;0;0;1/01/2024
Instituto de la Juventud de Castilla y León;2;75;6;19231;0;2/01/2024
Tierra de Sabor;2;9428;4;29412;-1;2/01/2024
Marca Territorio;2;135;2;16150;0;2/01/2024
Cultura de Castilla y León;2;2746;5;0;0;2/01/2024
Salud+JCYL;2;1587;2;42971;10;3/01/2024
Museos de Castilla y León;2;164;8;26668;6;3/01/2024
ITACYL Instituto Técnico Agrario;2;499;0;0;0;3/01/2024
Energía EREN;2;981;12;3348;-2;3/01/2024
Museos de Castilla y León;2;173;9;26667;-1;4/01/2024
Gobierno Abierto de Castilla y León Transparencia;2;22;2;3734;0;4/01/2024
Comunicación Junta de Castilla y León;2;1589;9;84032;10;4/01/2024
Tierra de Sabor;2;9438;4;29415;4;4/01/2024
Patrimonio Castilla y León;2;2142;0;0;0;4/01/2024
Naturaleza Castilla y León;2;8590;0;0;0;4/01/2024
Gobierno Abierto de Castilla y León Transparencia;2;26;4;3735;1;5/01/2024
Comunicación Junta de Castilla y León;2;1598;9;84044;12;5/01/2024
Centro de Emergencias Castilla y León 112;2;16;4;0;0;5/01/2024
Tierra de Sabor;2;9445;7;29415;0;5/01/2024
Cultura de Castilla y León;2;2761;5;0;0;5/01/2024
Salud+JCYL;2;1597;2;42986;5;6/01/2024
Gobierno Abierto de Castilla y León Transparencia;2;27;1;3736;1;6/01/2024
Comunicación Junta de Castilla y León;2;1607;9;84063;19;6/01/2024
Castilla y León Digital;2;15;5;0;0;6/01/2024
Cultura de Castilla y León;2;2766;5;0;0;6/01/2024
Atención al ciudadano 012;2;1126;0;0;0;6/01/2024
Energía EREN;2;987;0;3350;-1;6/01/2024
Salud+JCYL;2;1599;2;42991;5;7/01/2024
Instituto de la Juventud de Castilla y León;2;102;2;19231;1;7/01/2024
Museos de Castilla y León;2;199;9;26672;6;7/01/2024
Tierra de Sabor;2;9457;7;29414;3;7/01/2024
ITACYL Instituto Técnico Agrario;2;499;0;0;0;7/01/2024
Patrimonio Castilla y León;2;2142;0;0;0;7/01/2024
Educación;2;7;0;59312;0;7/01/2024
Instituto de la Juventud de Castilla y León;2;107;5;19232;1;8/01/2024
Museos de Castilla y León;2;208;9;26672;0;8/01/2024
Tierra de Sabor;2;9465;8;29413;-1;8/01/2024
Cultura de Castilla y León;2;2776;5;12740;3;8/01/2024
Energía EREN;2;992;5;3352;2;8/01/2024
Castilla y León Digital;2;26;3;6524;-1;9/01/2024
Patrimonio Castilla y León;2;2142;0;2896;0;9/01/2024
Atención al ciudadano 012;2;1145;9;0;0;9/01/2024
Instituto de la Juventud de Castilla y León;2;117;5;19228;-3;10/01/2024
Comunicación Junta de Castilla y León;2;1646;10;84154;18;10/01/2024
Marca Territorio;2;149;2;16165;3;10/01/2024
ITACYL Instituto Técnico Agrario;2;499;0;0;0;10/01/2024
Educación;2;21;4;59345;20;10/01/2024
Naturaleza Castilla y León;2;8590;0;16779;4;10/01/2024
Atención al ciudadano 012;2;1155;10;12406;0;10/01/2024
Centro de Emergencias Castilla y León 112;2;53;7;80776;7;11/01/2024
Turismo Castilla y León es Vida;2;76;11;123605;13;11/01/2024
Castilla y León Digital;2;33;3;6531;1;11/01/2024
ITACYL Instituto Técnico Agrario;2;499;0;0;0;11/01/2024
Deporte en Castilla y León;2;3841;3;1023;0;11/01/2024
Educación;2;27;6;59355;10;11/01/2024
Naturaleza Castilla y León;2;8591;1;16780;1;11/01/2024
Energía EREN;2;1004;0;3350;2;11/01/2024
Salud+JCYL;2;1619;4;43068;22;12/01/2024
Comunicación Junta de Castilla y León;2;1667;10;84195;17;12/01/2024
Turismo Castilla y León es Vida;2;89;13;123602;-3;12/01/2024
Tierra de Sabor;2;9487;7;29415;-4;12/01/2024
Marca Territorio;2;153;2;16168;3;12/01/2024
Naturaleza Castilla y León;2;8591;0;16779;-1;12/01/2024
Comunicación Junta de Castilla y León;2;1676;9;84215;20;13/01/2024
Tierra de Sabor;2;9493;6;29416;1;13/01/2024
Naturaleza Castilla y León;2;8591;0;16779;0;13/01/2024
Salud+JCYL;2;1625;3;43104;13;14/01/2024
Instituto de la Juventud de Castilla y León;2;131;2;19227;-2;14/01/2024
Museos de Castilla y León;2;262;9;26677;0;14/01/2024
Comunicación Junta de Castilla y León;2;1683;7;84238;23;14/01/2024
Marca Territorio;2;155;1;16172;1;14/01/2024
Deporte en Castilla y León;2;4006;3;1033;0;1/03/2024
Patrimonio Castilla y León;2;2142;0;2901;0;1/03/2024
Naturaleza Castilla y León;2;8642;0;16849;3;1/03/2024
Trabajo y Prevención de Castilla y León;2;191;0;4525;-1;1/03/2024
Atención al ciudadano 012;2;1452;0;12472;-2;1/03/2024
Energía EREN;2;1201;9;3355;1;1/03/2024
Empresas JCYL - ICE;2;26;2;3231;-1;1/03/2024
Gobierno Abierto de Castilla y León Transparencia;2;289;1;3768;1;2/03/2024
Turismo Castilla y León es Vida;2;592;9;124041;11;2/03/2024
ECLAP Escuela de Administración Pública;2;193;0;6062;1;2/03/2024
ITACYL Instituto Técnico Agrario;2;515;1;2782;0;2/03/2024
Familia;2;15;6;3801;1;2/03/2024
Trabajo y Prevención de Castilla y León;2;191;0;4526;1;2/03/2024
Instituto de la Juventud de Castilla y León;2;350;2;19262;4;3/03/2024
Museos de Castilla y León;2;675;9;26734;-2;3/03/2024
Turismo Castilla y León es Vida;2;602;10;124050;9;3/03/2024
Patrimonio Natural;2;141;3;8599;-1;3/03/2024
FUESCYL Fundación Universidades;2;110;0;3671;1;3/03/2024
Cultura de Castilla y León;2;3027;5;12855;0;3/03/2024
Atención al ciudadano 012;2;1452;0;12474;-1;3/03/2024
Energía EREN;2;1201;0;3355;0;3/03/2024
Comunicación Junta de Castilla y León;2;2195;12;85253;14;4/03/2024
Turismo Castilla y León es Vida;2;614;12;124053;3;4/03/2024
Tierra de Sabor;2;9837;5;29454;1;4/03/2024
Marca Territorio;2;237;2;16237;2;4/03/2024
Deporte en Castilla y León;2;4013;6;1034;0;4/03/2024
Patrimonio Castilla y León;2;2142;0;2901;0;4/03/2024
Educación;2;225;7;59732;5;4/03/2024
Trabajo y Prevención de Castilla y León;2;191;0;4526;1;4/03/2024
Atención al ciudadano 012;2;1458;6;12476;2;4/03/2024
Centro de Emergencias Castilla y León 112;2;440;0;81207;10;5/03/2024
ECLAP Escuela de Administración Pública;2;201;8;6064;2;5/03/2024
Familia;2;18;0;3806;2;5/03/2024
Patrimonio Castilla y León;2;2142;0;2900;-1;5/03/2024
Trabajo y Prevención de Castilla y León;2;191;0;4526;0;5/03/2024
Empresas JCYL - ICE;2;30;0;3238;2;5/03/2024
Salud+JCYL;2;1802;4;43537;13;6/03/2024
Museos de Castilla y León;2;704;10;26731;-4;6/03/2024
Comunicación Junta de Castilla y León;2;2216;11;85284;23;6/03/2024
FUESCYL Fundación Universidades;2;138;10;3669;-2;6/03/2024
Deporte en Castilla y León;2;4016;2;1035;1;6/03/2024
Naturaleza Castilla y León;2;8644;0;16861;1;6/03/2024
Trabajo y Prevención de Castilla y León;2;191;0;4528;2;6/03/2024
Atención al ciudadano 012;2;1473;8;12478;0;6/03/2024
Museos de Castilla y León;2;713;9;26734;3;7/03/2024
Centro de Emergencias Castilla y León 112;2;440;0;81221;11;7/03/2024
Tierra de Sabor;2;9866;12;29451;-3;7/03/2024
Marca Territorio;2;243;2;16230;-7;7/03/2024
Familia;2;18;0;3803;-1;7/03/2024
Deporte en Castilla y León;2;4023;7;1035;0;7/03/2024
Naturaleza Castilla y León;2;8644;0;16861;0;7/03/2024
Instituto de la Juventud de Castilla y León;2;379;6;19250;0;8/03/2024
Gobierno Abierto de Castilla y León Transparencia;2;327;5;3767;-2;8/03/2024
Patrimonio Natural;2;153;3;8598;-1;8/03/2024
ITACYL Instituto Técnico Agrario;2;525;4;2785;1;8/03/2024
Patrimonio Castilla y León;2;2142;0;2899;-1;8/03/2024
Naturaleza Castilla y León;2;8644;0;16862;1;8/03/2024
Trabajo y Prevención de Castilla y León;2;191;0;4529;3;8/03/2024
Empresas JCYL - ICE;2;38;3;3243;3;8/03/2024
Museos de Castilla y León;2;732;9;26735;-2;9/03/2024
Gobierno Abierto de Castilla y León Transparencia;2;328;1;3765;-2;9/03/2024
Patrimonio Natural;2;156;3;8597;-1;9/03/2024
Castilla y León Digital;2;222;0;6593;2;9/03/2024
Deporte en Castilla y León;2;4024;0;1034;-1;9/03/2024
Naturaleza Castilla y León;2;8644;0;16863;1;9/03/2024
Centro de Emergencias Castilla y León 112;2;440;0;81243;12;10/03/2024
FUESCYL Fundación Universidades;2;156;0;3669;0;10/03/2024
Deporte en Castilla y León;2;4024;0;1035;1;10/03/2024
Atención al ciudadano 012;2;1486;0;12482;0;10/03/2024
Energía EREN;2;1241;0;3352;2;10/03/2024
Instituto de la Juventud de Castilla y León;2;389;5;19251;1;11/03/2024
Gobierno Abierto de Castilla y León Transparencia;2;333;4;3767;2;11/03/2024
Comunicación Junta de Castilla y León;2;2271;11;85397;21;11/03/2024
Centro de Emergencias Castilla y León 112;2;446;6;81237;-6;11/03/2024
Marca Territorio;2;249;2;16244;3;11/03/2024
Castilla y León Digital;2;225;3;6596;1;11/03/2024
FUESCYL Fundación Universidades;2;167;11;3668;-1;11/03/2024
Cultura de Castilla y León;2;3037;5;12888;3;11/03/2024
Trabajo y Prevención de Castilla y León;2;196;5;4531;2;11/03/2024
Centro de Emergencias Castilla y León 112;2;452;6;81240;3;12/03/2024
Tierra de Sabor;2;9902;9;29444;-4;12/03/2024
Marca Territorio;2;251;2;16245;1;12/03/2024
Patrimonio Natural;2;165;3;8599;1;12/03/2024
FUESCYL Fundación Universidades;2;180;13;3670;2;12/03/2024
Cultura de Castilla y León;2;3042;5;12890;2;12/03/2024
Trabajo y Prevención de Castilla y León;2;201;5;4530;-1;12/03/2024
Energía EREN;2;1254;4;3353;0;12/03/2024
Empresas JCYL - ICE;2;57;8;3244;1;12/03/2024
Salud+JCYL;2;1824;3;43579;11;13/03/2024
Centro de Emergencias Castilla y León 112;2;462;10;81247;7;13/03/2024
Tierra de Sabor;2;9907;5;29448;4;13/03/2024
Marca Territorio;2;253;2;16247;2;13/03/2024
Patrimonio Natural;2;169;4;8598;-1;13/03/2024
Castilla y León Digital;2;234;4;6600;2;13/03/2024
FUESCYL Fundación Universidades;2;188;8;3670;0;13/03/2024
Deporte en Castilla y León;2;4032;1;1170;1;13/03/2024
Atención al ciudadano 012;2;1496;9;12490;3;13/03/2024
Empresas JCYL - ICE;2;63;6;3246;2;13/03/2024
Salud+JCYL;2;1827;3;43583;4;14/03/2024
Turismo Castilla y León es Vida;2;667;16;124101;9;14/03/2024
Marca Territorio;2;255;2;16247;0;14/03/2024
Patrimonio Castilla y León;2;2142;0;2900;0;14/03/2024
Naturaleza Castilla y León;2;8651;3;16894;13;14/03/2024
Atención al ciudadano 012;2;1496;0;12493;3;14/03/2024
Salud+JCYL;2;1832;5;43589;6;15/03/2024
